,hsname,devi
0,加茂農林高等学校,42.0
1,加茂農林高等学校,42.0
2,加茂農林高等学校,42.0
3,加茂農林高等学校,42.0
4,中津川工業高等学校,42.0
5,中津川工業高等学校,42.0
6,飛騨高山高等学校,42.0
7,瑞浪高等学校,42.0
8,岐阜聖徳学園高等学校,42.0
9,九州文化学園高等学校,42.0
10,九州文化学園高等学校,42.0
11,九州文化学園高等学校,42.0
12,京都外大西高等学校,42.0
13,京都共栄学園高等学校,42.0
14,木津高等学校,42.0
15,木津高等学校,42.0
16,京都八幡高等学校 北キャンパス,42.0
17,田辺高等学校,42.0
18,田辺高等学校,42.0
19,田辺高等学校,42.0
0,農芸高等学校,42.0
1,霧島市立国分中央高等学校,42.0
2,近畿大学附属福岡高等学校,42.0
3,牛深高等学校,42.0
4,菊池高等学校,42.0
5,球磨中央高等学校,42.0
6,球磨中央高等学校,42.0
7,北稜高等学校,42.0
8,松橋高等学校,42.0
9,御船高等学校,42.0
10,熊本中央高等学校,42.0
11,熊本中央高等学校,42.0
12,倉敷翠松高等学校,42.0
13,伊勢崎興陽高等学校,42.0
14,大泉高等学校,42.0
15,太田工業高等学校,42.0
16,太田工業高等学校,42.0
17,大間々高等学校,42.0
18,勢多農林高等学校,42.0
19,藤岡工業高等学校,42.0
0,藤岡中央高等学校,42.0
1,利根実業高等学校,42.0
2,利根実業高等学校,42.0
3,敬愛大学八日市場高等学校,42.0
4,建国高等学校,42.0
5,興國高等学校,42.0
6,興譲館高等学校,42.0
7,高知東高等学校,42.0
8,高知丸の内高等学校,42.0
9,宿毛高等学校,42.0
10,神戸第一高等学校,42.0
11,神戸常盤女子高等学校,42.0
12,彩星工科高等学校,42.0
13,郡山女子大学附属高等学校,42.0
14,郡山女子大学附属高等学校,42.0
15,国学館高等学校,42.0
16,御殿場西高等学校,42.0
17,ふじみ野高等学校,42.0
18,川越初雁高等学校,42.0
19,久喜工業高等学校,42.0
0,久喜工業高等学校,42.0
1,久喜工業高等学校,42.0
2,久喜工業高等学校,42.0
3,熊谷農業高等学校,42.0
4,熊谷農業高等学校,42.0
5,熊谷農業高等学校,42.0
6,熊谷農業高等学校,42.0
7,鴻巣女子高等学校,42.0
8,幸手桜高等学校,42.0
9,杉戸農業高等学校,42.0
10,杉戸農業高等学校,42.0
11,杉戸農業高等学校,42.0
12,杉戸農業高等学校,42.0
13,杉戸農業高等学校,42.0
14,杉戸農業高等学校,42.0
15,秩父農工科学高等学校,42.0
16,鶴ヶ島清風高等学校,42.0
17,蓮田松韻高等学校,42.0
18,羽生実業高等学校,42.0
19,羽生実業高等学校,42.0
0,羽生実業高等学校,42.0
1,【募集停止】飯能南高等学校,42.0
2,富士見高等学校,42.0
3,八潮高等学校,42.0
4,八潮南高等学校,42.0
5,高志館高等学校,42.0
6,高志館高等学校,42.0
7,高志館高等学校,42.0
8,作新学院高等学校,42.0
9,札幌北斗高等学校,42.0
10,札幌山の手高等学校,42.0
11,日野高等学校,42.0
12,八幡工業高等学校,42.0
13,八幡工業高等学校,42.0
14,八幡工業高等学校,42.0
15,栗東高等学校,42.0
16,稲取高等学校,42.0
17,御殿場高等学校,42.0
18,相良高等学校,42.0
19,天竜高等学校二俣校舎,42.0
0,松崎高等学校,42.0
1,静岡大成高等学校,42.0
2,島田樟誠高等学校,42.0
3,出雲工業高等学校,42.0
4,出雲工業高等学校,42.0
5,出雲工業高等学校,42.0
6,出雲工業高等学校,42.0
7,江津工業高等学校,42.0
8,江津工業高等学校,42.0
9,浜田商業高等学校,42.0
10,自由ヶ丘学園高等学校,42.0
11,秀岳館高等学校,42.0
12,秀岳館高等学校,42.0
13,秀明八千代高等学校,42.0
14,城南静岡高等学校,42.0
15,松風塾高等学校,42.0
16,昇陽高等学校,42.0
17,神港学園高等学校,42.0
18,神港学園高等学校,42.0
19,神港学園高等学校,42.0
0,杉森高等学校,42.0
1,鈴鹿高等学校,42.0
2,誠英高等学校,42.0
3,聖光高等学校,42.0
4,聖光高等学校,42.0
5,聖光高等学校,42.0
6,聖光高等学校,42.0
7,聖光高等学校,42.0
8,聖光高等学校,42.0
9,星琳高等学校,42.0
10,関根学園高等学校,42.0
11,専修大学北上高等学校,42.0
12,創志学園高等学校,42.0
13,創成館高等学校,42.0
14,城南学園高等学校,42.0
15,大同大学大同高等学校,42.0
16,大同大学大同高等学校,42.0
17,高岡向陵高等学校,42.0
18,多治見西高等学校,42.0
19,立川女子高等学校,42.0
0,橘学苑高等学校,42.0
1,立花学園高等学校,42.0
2,玉名女子高等学校,42.0
3,玉名女子高等学校,42.0
4,玉名女子高等学校,42.0
5,玉名女子高等学校,42.0
6,安房拓心高等学校,42.0
7,鎌ヶ谷西高等学校,42.0
8,大網高等学校,42.0
9,多古高等学校,42.0
10,流山南高等学校,42.0
11,船橋北高等学校,42.0
12,四街道北高等学校,42.0
13,中央学院大学中央高等学校,42.0
14,大阪暁光高等学校,42.0
15,鎮西高等学校,42.0
16,鎮西高等学校,42.0
17,鎮西高等学校,42.0
18,つくば国際大学東風高等学校,42.0
19,帝京安積高等学校,42.0
0,帝京長岡高等学校,42.0
1,貞静学園高等学校,42.0
2,藤蔭高等学校,42.0
3,東海大学付属福岡高等学校,42.0
4,ドルトン東京学園高等部,42.0
5,東京学館高等学校,42.0
6,東京学館船橋高等学校,42.0
7,東京都市大学塩尻高等学校,42.0
8,東京都市大学塩尻高等学校,42.0
9,大田桜台高等学校,42.0
10,葛飾商業高等学校,42.0
11,墨田工業高等学校,42.0
12,墨田工業高等学校,42.0
13,墨田工業高等学校,42.0
14,第三商業高等学校,42.0
15,野津田高等学校,42.0
16,東村山高等学校,42.0
17,府中工業高等学校,42.0
18,府中工業高等学校,42.0
19,町田工業高等学校,42.0
0,南葛飾高等学校,42.0
1,六郷工科高等学校,42.0
2,六郷工科高等学校,42.0
3,東北高等学校,42.0
4,海部高等学校,42.0
5,阿波西高等学校,42.0
6,徳島科学技術高等学校,42.0
7,徳島科学技術高等学校,42.0
8,足利工業高等学校,42.0
9,足利工業高等学校,42.0
10,足利工業高等学校,42.0
11,足利南高等学校,42.0
12,小山南高等学校,42.0
13,真岡工業高等学校,42.0
14,真岡工業高等学校,42.0
15,真岡工業高等学校,42.0
16,真岡工業高等学校,42.0
17,境港総合技術高等学校,42.0
18,境港総合技術高等学校,42.0
19,境港総合技術高等学校,42.0
0,境港総合技術高等学校,42.0
1,境港総合技術高等学校,42.0
2,米子高等学校,42.0
3,魚津工業高等学校,42.0
4,雄山高等学校,42.0
5,上市高等学校,42.0
6,砺波工業高等学校,42.0
7,砺波工業高等学校,42.0
8,砺波工業高等学校,42.0
9,富山国際大学付属高等学校,42.0
10,富山第一高等学校,42.0
11,豊田大谷高等学校,42.0
12,豊田大谷高等学校,42.0
13,豊田大谷高等学校,42.0
14,壱岐高等学校,42.0
15,諫早農業高等学校,42.0
16,諫早農業高等学校,42.0
17,諫早農業高等学校,42.0
18,諫早農業高等学校,42.0
19,諫早農業高等学校,42.0
0,諫早農業高等学校,42.0
1,諫早農業高等学校,42.0
2,大村城南高等学校,42.0
3,川棚高等学校,42.0
4,佐世保東翔高等学校,42.0
5,鹿町工業高等学校,42.0
6,鹿町工業高等学校,42.0
7,鹿町工業高等学校,42.0
8,鹿町工業高等学校,42.0
9,長崎女子商業高等学校,42.0
10,永島学園 松江西高等学校,42.0
11,岡谷工業高等学校,42.0
12,岡谷工業高等学校,42.0
13,岡谷工業高等学校,42.0
14,岡谷東高等学校,42.0
15,須坂創成高等学校 須園キャンパス,42.0
16,須坂創成高等学校 須商キャンパス,42.0
17,諏訪実業高等学校,42.0
18,松代高等学校,42.0
19,南安曇農業高等学校,42.0
0,南安曇農業高等学校,42.0
1,南安曇農業高等学校,42.0
2,名古屋市立工業高等学校,42.0
3,名古屋市立工業高等学校,42.0
4,名古屋市立工業高等学校,42.0
5,奈良県立商業高等学校,42.0
6,奈良県立商業高等学校,42.0
7,奈良県立商業高等学校,42.0
8,奈良女子高等学校,42.0
9,糸魚川白嶺高等学校,42.0
10,十日町総合高等学校,42.0
11,新津工業高等学校,42.0
12,新津工業高等学校,42.0
13,新津工業高等学校,42.0
14,新津工業高等学校,42.0
15,新津南高等学校,42.0
16,巻総合高等学校,42.0
17,日章学園高等学校,42.0
18,日章学園高等学校,42.0
19,日章学園高等学校,42.0
0,日章学園高等学校,42.0
1,日章学園高等学校,42.0
2,日星高等学校,42.0
3,日本航空高等学校石川,42.0
4,日本航空高等学校石川,42.0
5,函館大谷高等学校,42.0
6,函館大谷高等学校,42.0
7,函館大学付属柏稜高等学校,42.0
8,八戸工業大学第二高等学校,42.0
9,花巻東高等学校,42.0
10,日ノ本学園高等学校,42.0
11,相生産業高等学校,42.0
12,尼崎工業高等学校,42.0
13,尼崎工業高等学校,42.0
14,尼崎工業高等学校,42.0
15,尼崎西高等学校,42.0
16,出石高等学校,42.0
17,小野工業高等学校,42.0
18,小野工業高等学校,42.0
19,香住高等学校,42.0
0,川西明峰高等学校,42.0
1,西宮甲山高等学校,42.0
2,播磨農業高等学校,42.0
3,日高高等学校,42.0
4,河内高等学校,42.0
5,安芸高等学校,42.0
6,安西高等学校,42.0
7,神辺高等学校,42.0
8,黒瀬高等学校,42.0
9,福山工業高等学校,42.0
10,福山工業高等学校,42.0
11,福山工業高等学校,42.0
12,福山工業高等学校,42.0
13,福山工業高等学校,42.0
14,府中東高等学校,42.0
15,宮島工業高等学校,42.0
16,宮島工業高等学校,42.0
17,宮島工業高等学校,42.0
18,宮島工業高等学校,42.0
19,広島白鳩学園広島翔洋高等学校,42.0
0,広島白鳩学園広島翔洋高等学校,42.0
1,若狭東高等学校,42.0
2,若狭東高等学校,42.0
3,若狭東高等学校,42.0
4,若狭東高等学校,42.0
5,福井工業大学附属福井高等学校,42.0
6,嘉穂総合高等学校,42.0
7,嘉穂総合高等学校,42.0
8,早良高等学校,42.0
9,早良高等学校,42.0
10,福岡農業高等学校,42.0
11,福岡農業高等学校,42.0
12,行橋高等学校,42.0
13,行橋高等学校,42.0
14,行橋高等学校,42.0
15,福岡工業大学附属城東高等学校,42.0
16,小野高等学校,42.0
17,白河実業高等学校,42.0
18,二本松工業高等学校,42.0
19,本宮高等学校,42.0
0,四倉高等学校,42.0
1,福島東稜高等学校,42.0
2,福島東稜高等学校,42.0
3,福知山淑徳高等学校,42.0
4,藤枝順心高等学校,42.0
5,藤枝順心高等学校,42.0
6,文星芸術大学附属高等学校,42.0
7,北陸学園北陸高等学校,42.0
8,北陸学園北陸高等学校,42.0
9,阿寒高等学校,42.0
10,足寄高等学校,42.0
11,池田高等学校,42.0
12,追分高等学校,42.0
13,大野農業高等学校,42.0
14,大野農業高等学校,42.0
15,上ノ国高等学校,42.0
16,清里高等学校,42.0
17,佐呂間高等学校,42.0
18,士幌高等学校,42.0
19,清水高等学校,42.0
0,斜里高等学校,42.0
1,常呂高等学校,42.0
2,長沼高等学校,42.0
3,美瑛高等学校,42.0
4,美幌高等学校,42.0
5,平取高等学校,42.0
6,深川東高等学校,42.0
7,豊富高等学校,42.0
8,室蘭工業高等学校,42.0
9,室蘭工業高等学校,42.0
10,室蘭工業高等学校,42.0
11,室蘭工業高等学校,42.0
12,誉高等学校,42.0
13,堀越高等学校,42.0
14,三浦学苑高等学校,42.0
15,飯野高等学校,42.0
16,名張高等学校,42.0
17,三島学園 知徳高等学校,42.0
18,三島学園 知徳高等学校,42.0
19,三島学園 知徳高等学校,42.0
0,三島学園 知徳高等学校,42.0
1,水戸葵陵高等学校,42.0
2,水戸啓明高等学校,42.0
3,岩出山高等学校,42.0
4,中新田高等学校,42.0
5,名取高等学校,42.0
6,亘理高等学校,42.0
7,亘理高等学校,42.0
8,亘理高等学校,42.0
9,飯野高等学校,42.0
10,日南振徳高等学校,42.0
11,日南振徳高等学校,42.0
12,本庄高等学校,42.0
13,武蔵越生高等学校,42.0
14,盛岡白百合学園高等学校,42.0
15,柳ヶ浦高等学校,42.0
16,左沢高等学校,42.0
17,置賜農業高等学校,42.0
18,置賜農業高等学校,42.0
19,置賜農業高等学校,42.0
0,美祢青嶺高等学校,42.0
1,美祢青嶺高等学校,42.0
2,美祢青嶺高等学校,42.0
3,熊毛北高等学校,42.0
4,田布施農工高等学校,42.0
5,田布施農工高等学校,42.0
6,大和青藍高等学校,42.0
7,大和青藍高等学校,42.0
8,大和青藍高等学校,42.0
9,白根高等学校,42.0
10,富士北稜高等学校,42.0
11,惺山高等学校,42.0
12,惺山高等学校,42.0
13,遊学館高等学校,42.0
14,横浜商科大学高等学校,42.0
15,米子北高等学校,42.0
16,米沢中央高等学校,42.0
17,龍谷大学付属平安高等学校,42.0
18,紀央館高等学校,42.0
19,新翔高等学校,42.0
0,常磐高等学校,42.0
1,済美高等学校,42.0
2,浜松湖北高等学校,42.0
3,浜松湖北高等学校,42.0
4,浜松湖北高等学校,42.0
5,都留興譲館高等学校,42.0
6,伊東商業高等学校,42.0
7,裾野高等学校,42.0
8,海南高等学校 大成校舎,42.0
9,周防大島高等学校 久賀校舎,42.0
10,湧心館高等学校,42.0
11,科学技術学園高等学校,42.0
12,新見高等学校北校地,42.0
13,新見高等学校北校地,42.0
14,利根実業高等学校,42.0
15,京都聖カタリナ高等学校,42.0
16,星翔高等学校,42.0
17,神戸第一高等学校,42.0
18,日ノ本学園高等学校,42.0
19,日ノ本学園高等学校,42.0
0,奈良県立商業高等学校,42.0
1,関西高等学校,42.0
2,倉敷高等学校,42.0
3,誠英高等学校,42.0
4,山口県桜ケ丘高等学校,42.0
5,折尾愛真高等学校,42.0
6,東筑紫学園高等学校,42.0
7,明豊高等学校,42.0
8,安城農林高等学校,41.0
9,安城農林高等学校,41.0
10,安城農林高等学校,41.0
11,安城農林高等学校,41.0
12,安城農林高等学校,41.0
13,一色高等学校,41.0
14,稲沢高等学校,41.0
15,稲沢高等学校,41.0
16,稲沢高等学校,41.0
17,大府高等学校,41.0
18,岡崎工科高等学校,41.0
19,岡崎工科高等学校,41.0
0,岡崎工科高等学校,41.0
1,春日井商業高等学校,41.0
2,古知野高等学校,41.0
3,古知野高等学校,41.0
4,愛西工科高等学校,41.0
5,愛西工科高等学校,41.0
6,新城有教館高等学校,41.0
7,瀬戸北総合高等学校,41.0
8,常滑高等学校,41.0
9,豊川工科高等学校,41.0
10,尾西高等学校,41.0
11,碧南高等学校,41.0
12,名古屋工科高等学校,41.0
13,愛知産業大学工業高等学校,41.0
14,愛知産業大学工業高等学校,41.0
15,愛知産業大学三河高等学校,41.0
16,愛知産業大学三河高等学校,41.0
17,愛知みずほ大学瑞穂高等学校,41.0
18,むつ工業高等学校,41.0
19,むつ工業高等学校,41.0
0,むつ工業高等学校,41.0
1,雄物川高等学校,41.0
2,仁賀保高等学校,41.0
3,六郷高等学校,41.0
4,秋田修英高等学校,41.0
5,明秀学園日立高等学校,41.0
6,浜松修学舎高等学校,41.0
7,足利大学附属高等学校,41.0
8,大聖寺実業高等学校,41.0
9,大聖寺実業高等学校,41.0
10,寺井高等学校,41.0
11,松任高等学校,41.0
12,桜坂高等学校,41.0
13,一関修紅高等学校,41.0
14,石岡第二高等学校,41.0
15,石岡第二高等学校,41.0
16,磯原郷英高等学校,41.0
17,つくば工科高等学校,41.0
18,つくば工科高等学校,41.0
19,つくば工科高等学校,41.0
0,那珂湊高等学校,41.0
1,那珂湊高等学校,41.0
2,波崎高等学校,41.0
3,水戸農業高等学校,41.0
4,水戸農業高等学校,41.0
5,水戸農業高等学校,41.0
6,水戸農業高等学校,41.0
7,水戸農業高等学校,41.0
8,水戸農業高等学校,41.0
9,水戸農業高等学校,41.0
10,八千代高等学校,41.0
11,竜ヶ崎第二高等学校,41.0
12,一戸高等学校,41.0
13,釜石商工高等学校,41.0
14,釜石商工高等学校,41.0
15,釜石商工高等学校,41.0
16,久慈工業高等学校,41.0
17,久慈工業高等学校,41.0
18,遠野緑峰高等学校,41.0
19,沼宮内高等学校,41.0
0,前沢高等学校,41.0
1,水沢工業高等学校,41.0
2,水沢工業高等学校,41.0
3,水沢工業高等学校,41.0
4,水沢工業高等学校,41.0
5,盛岡農業高等学校,41.0
6,盛岡農業高等学校,41.0
7,盛岡農業高等学校,41.0
8,盛岡農業高等学校,41.0
9,盛岡農業高等学校,41.0
10,宇都宮文星女子高等学校,41.0
11,内子高等学校,41.0
12,小松高等学校,41.0
13,新居浜工業高等学校,41.0
14,新居浜工業高等学校,41.0
15,新居浜工業高等学校,41.0
16,宇佐産業科学高等学校,41.0
17,大分東高等学校,41.0
18,日田林工高等学校,41.0
19,大分県立三重総合高等学校,41.0
0,あべの翔学高等学校,41.0
1,住吉商業高等学校,41.0
2,鶴見商業高等学校,41.0
3,淀商業高等学校,41.0
4,茨木工科高等学校,41.0
5,茨木工科高等学校,41.0
6,堺上高等学校,41.0
7,佐野工科高等学校,41.0
8,成美高等学校,41.0
9,西寝屋川高等学校,41.0
10,東住吉総合高等学校,41.0
11,枚岡樟風高等学校,41.0
12,箕面東高等学校,41.0
13,りんくう翔南高等学校,41.0
14,大牟田高等学校,41.0
15,勝間田高等学校,41.0
16,倉敷鷲羽高等学校,41.0
17,興陽高等学校,41.0
18,興陽高等学校,41.0
19,興陽高等学校,41.0
0,瀬戸南高等学校,41.0
1,瀬戸南高等学校,41.0
2,瀬戸南高等学校,41.0
3,高松農業高等学校,41.0
4,高松農業高等学校,41.0
5,高松農業高等学校,41.0
6,高松農業高等学校,41.0
7,高松農業高等学校,41.0
8,津山東高等学校,41.0
9,首里東高等学校,41.0
10,開新高等学校,41.0
11,笠田高等学校,41.0
12,笠田高等学校,41.0
13,笠田高等学校,41.0
14,笠田高等学校,41.0
15,鹿児島高等学校,41.0
16,鹿児島水産高等学校,41.0
17,蒲生高等学校,41.0
18,串良商業高等学校,41.0
19,種子島高等学校,41.0
0,種子島中央高等学校,41.0
1,龍桜高等学校,41.0
2,龍桜高等学校,41.0
3,龍桜高等学校,41.0
4,麻生総合高等学校,41.0
5,綾瀬西高等学校,41.0
6,小田原城北工業高等学校,41.0
7,小田原城北工業高等学校,41.0
8,小田原城北工業高等学校,41.0
9,小田原城北工業高等学校,41.0
10,小田原東高等学校,41.0
11,小田原東高等学校,41.0
12,川崎工科高等学校,41.0
13,鶴見総合高等学校,41.0
14,永谷高等学校,41.0
15,平塚工科高等学校,41.0
16,平塚農業高等学校,41.0
17,平塚農業高等学校,41.0
18,平塚農業高等学校,41.0
19,藤沢工科高等学校,41.0
0,吉田島高等学校,41.0
1,吉田島高等学校,41.0
2,吉田島高等学校,41.0
3,吉田島高等学校,41.0
4,鹿屋市立鹿屋女子高等学校,41.0
5,蒲田女子高等学校,41.0
6,加茂暁星高等学校,41.0
7,神田女学園高等学校,41.0
8,関東第一高等学校,41.0
9,菊華高等学校,41.0
10,恵那農業高等学校,41.0
11,恵那農業高等学校,41.0
12,岐阜城北高等学校,41.0
13,関有知高等学校,41.0
14,関有知高等学校,41.0
15,高山工業高等学校,41.0
16,高山工業高等学校,41.0
17,高山工業高等学校,41.0
18,高山工業高等学校,41.0
19,羽島高等学校,41.0
0,岐阜第一高等学校,41.0
1,岐阜第一高等学校,41.0
2,九州産業大学付属九州産業高等学校,41.0
3,須知高等学校,41.0
4,須知高等学校,41.0
5,京都文教高等学校,41.0
6,京都明徳高等学校,41.0
7,京都明徳高等学校,41.0
8,協和学院水沢第一高等学校,41.0
9,桐生第一高等学校,41.0
10,鹿本商工高等学校,41.0
11,鹿本商工高等学校,41.0
12,鹿本商工高等学校,41.0
13,鹿本商工高等学校,41.0
14,北稜高等学校,41.0
15,松橋高等学校,41.0
16,松橋高等学校,41.0
17,呉港高等学校,41.0
18,呉港高等学校,41.0
19,大泉高等学校,41.0
0,勢多農林高等学校,41.0
1,勢多農林高等学校,41.0
2,勢多農林高等学校,41.0
3,勢多農林高等学校,41.0
4,勢多農林高等学校,41.0
5,啓新高等学校,41.0
6,啓新高等学校,41.0
7,興譲館高等学校,41.0
8,浜松学院高等学校,41.0
9,浜松学院高等学校,41.0
10,八戸学院光星高等学校,41.0
11,高知東工業高等学校,41.0
12,高知東工業高等学校,41.0
13,高知東工業高等学校,41.0
14,高知東工業高等学校,41.0
15,春野高等学校,41.0
16,甲斐清和高等学校,41.0
17,神戸弘陵学園高等学校,41.0
18,神戸国際大学附属高等学校,41.0
19,神戸星城高等学校,41.0
0,神戸第一高等学校,41.0
1,神戸常盤女子高等学校,41.0
2,彩星工科高等学校,41.0
3,英理女子学院高等学校,41.0
4,英理女子学院高等学校,41.0
5,英理女子学院高等学校,41.0
6,向陽高等学校,41.0
7,向陽高等学校,41.0
8,向陽高等学校,41.0
9,向陽高等学校,41.0
10,向陽高等学校,41.0
11,高稜高等学校,41.0
12,高稜高等学校,41.0
13,国学館高等学校,41.0
14,国学館高等学校,41.0
15,五所川原第一高等学校,41.0
16,小松大谷高等学校,41.0
17,ふじみ野高等学校,41.0
18,川口工業高等学校,41.0
19,川口工業高等学校,41.0
0,川口工業高等学校,41.0
1,栗橋北彩高等学校,41.0
2,児玉白楊高等学校,41.0
3,児玉白楊高等学校,41.0
4,児玉白楊高等学校,41.0
5,児玉白楊高等学校,41.0
6,秩父農工科学高等学校,41.0
7,秩父農工科学高等学校,41.0
8,秩父農工科学高等学校,41.0
9,秩父農工科学高等学校,41.0
10,秩父農工科学高等学校,41.0
11,秩父農工科学高等学校,41.0
12,鳩山高等学校,41.0
13,鳩山高等学校,41.0
14,【募集停止】飯能南高等学校,41.0
15,日高高等学校,41.0
16,日高高等学校,41.0
17,三郷高等学校,41.0
18,八潮高等学校,41.0
19,八潮南高等学校,41.0
0,八潮南高等学校,41.0
1,吉川美南高等学校,41.0
2,和光高等学校,41.0
3,済美高等学校,41.0
4,山形明正高等学校,41.0
5,山形明正高等学校,41.0
6,山形明正高等学校,41.0
7,香ヶ丘リベルテ高等学校,41.0
8,伊万里実業高等学校農林キャンパス,41.0
9,伊万里実業高等学校農林キャンパス,41.0
10,伊万里実業高等学校農林キャンパス,41.0
11,佐賀清和高等学校,41.0
12,佐賀清和高等学校,41.0
13,作新学院高等学校,41.0
14,札幌新陽高等学校,41.0
15,札幌創成高等学校,41.0
16,札幌山の手高等学校,41.0
17,佐野清澄高等学校,41.0
18,山陽学園高等学校,41.0
19,滋賀学園高等学校,41.0
0,守山北高等学校,41.0
1,天竜高等学校二俣校舎,41.0
2,天竜高等学校二俣校舎,41.0
3,遠江総合高等学校,41.0
4,焼津水産高等学校,41.0
5,焼津水産高等学校,41.0
6,焼津水産高等学校,41.0
7,焼津水産高等学校,41.0
8,隠岐高等学校,41.0
9,大社高等学校,41.0
10,矢上高等学校,41.0
11,秀岳館高等学校,41.0
12,樹徳高等学校,41.0
13,松柏学院倉吉北高等学校,41.0
14,松柏学院倉吉北高等学校,41.0
15,昇陽高等学校,41.0
16,昇陽高等学校,41.0
17,昇陽高等学校,41.0
18,昇陽高等学校,41.0
19,白樺学園高等学校,41.0
0,新田高等学校,41.0
1,誠修高等学校,41.0
2,誠修高等学校,41.0
3,誠修高等学校,41.0
4,聖心ウルスラ学園高等学校,41.0
5,聖ドミニコ学院高等学校,41.0
6,関根学園高等学校,41.0
7,仙台育英学園高等学校,41.0
8,仙台育英学園高等学校,41.0
9,相洋高等学校,41.0
10,城南学園高等学校,41.0
11,第一薬科大学付属高等学校,41.0
12,太成学院大学高等学校,41.0
13,高川学園高等学校,41.0
14,拓殖大学紅陵高等学校,41.0
15,玉野商工高等学校,41.0
16,玉野商工高等学校,41.0
17,千葉県安房西高等学校,41.0
18,市原緑高等学校,41.0
19,銚子商業高等学校,41.0
0,成田西陵高等学校,41.0
1,成田西陵高等学校,41.0
2,成田西陵高等学校,41.0
3,成田西陵高等学校,41.0
4,松戸向陽高等学校,41.0
5,千葉萌陽高等学校,41.0
6,千葉明徳高等学校,41.0
7,千葉黎明高等学校,41.0
8,千葉黎明高等学校,41.0
9,鎮西学院高等学校,41.0
10,東海大学付属甲府高等学校,41.0
11,東京実業高等学校,41.0
12,東京実業高等学校,41.0
13,東京実業高等学校,41.0
14,都立五日市高等学校,41.0
15,大森高等学校,41.0
16,葛西南高等学校,41.0
17,第四商業高等学校,41.0
18,都立多摩高等学校,41.0
19,野津田高等学校,41.0
0,野津田高等学校,41.0
1,都立深沢高等学校,41.0
2,府中工業高等学校,41.0
3,六郷工科高等学校,41.0
4,常磐高等学校,41.0
5,常磐高等学校,41.0
6,海部高等学校,41.0
7,板野高等学校,41.0
8,つるぎ高等学校,41.0
9,つるぎ高等学校,41.0
10,小山北桜高等学校,41.0
11,小山北桜高等学校,41.0
12,佐野松桜高等学校,41.0
13,高根沢高等学校,41.0
14,真岡北陵高等学校,41.0
15,真岡北陵高等学校,41.0
16,矢板高等学校,41.0
17,矢板高等学校,41.0
18,南砺福野高等学校,41.0
19,富山第一高等学校,41.0
0,豊橋中央高等学校,41.0
1,国見高等学校,41.0
2,長崎鶴洋高等学校,41.0
3,長崎鶴洋高等学校,41.0
4,波佐見高等学校,41.0
5,長崎女子高等学校,41.0
6,佐久平総合技術高等学校（臼田キャンパス）,41.0
7,小海高等学校,41.0
8,上伊那農業高等学校,41.0
9,上伊那農業高等学校,41.0
10,上伊那農業高等学校,41.0
11,上伊那農業高等学校,41.0
12,松代高等学校,41.0
13,中村学園三陽高等学校,41.0
14,中村女子高等学校,41.0
15,名古屋大谷高等学校,41.0
16,西和清陵高等学校,41.0
17,成女高等学校,41.0
18,成進高等学校,41.0
19,成進高等学校,41.0
0,鳴門渦潮高等学校,41.0
1,鳴門渦潮高等学校,41.0
2,有恒高等学校,41.0
3,加茂農林高等学校,41.0
4,佐渡総合高等学校,41.0
5,新潟県央工業高等学校,41.0
6,分水高等学校,41.0
7,新潟青陵高等学校,41.0
8,日章学園高等学校,41.0
9,日章学園高等学校,41.0
10,品川学藝高等学校,41.0
11,品川学藝高等学校,41.0
12,日本女子体育大学附属二階堂高等学校,41.0
13,日本女子体育大学附属二階堂高等学校,41.0
14,日本女子体育大学附属二階堂高等学校,41.0
15,日本文理大学附属高等学校,41.0
16,日本文理大学附属高等学校,41.0
17,日本文理大学附属高等学校,41.0
18,延岡学園高等学校,41.0
19,延岡学園高等学校,41.0
0,博多高等学校,41.0
1,白鵬女子高等学校,41.0
2,白鵬女子高等学校,41.0
3,東大阪大学敬愛高等学校,41.0
4,英明高等学校,41.0
5,秀明英光高等学校,41.0
6,上郡高等学校,41.0
7,神戸北高等学校,41.0
8,佐用高等学校,41.0
9,宝塚東高等学校,41.0
10,播磨農業高等学校,41.0
11,播磨農業高等学校,41.0
12,夢前高等学校,41.0
13,和田山高等学校,41.0
14,賀茂北高等学校,41.0
15,熊野高等学校,41.0
16,黒瀬高等学校,41.0
17,西城紫水高等学校,41.0
18,庄原実業高等学校,41.0
19,庄原実業高等学校,41.0
0,庄原実業高等学校,41.0
1,庄原実業高等学校,41.0
2,瀬戸田高等学校,41.0
3,世羅高等学校,41.0
4,豊田高等学校,41.0
5,府中東高等学校,41.0
6,府中東高等学校,41.0
7,御調高等学校,41.0
8,向原高等学校,41.0
9,吉田高等学校,41.0
10,吉田高等学校,41.0
11,広島三育学院高等学校,41.0
12,広島山陽学園山陽高等学校,41.0
13,奥越明成高等学校,41.0
14,福井農林高等学校,41.0
15,福井農林高等学校,41.0
16,福井農林高等学校,41.0
17,福井農林高等学校,41.0
18,若狭高等学校,41.0
19,福井工業大学附属福井高等学校,41.0
0,朝倉光陽高等学校,41.0
1,鞍手竜徳高等学校,41.0
2,福岡農業高等学校,41.0
3,福岡農業高等学校,41.0
4,福岡常葉高等学校,41.0
5,田村高等学校,41.0
6,小名浜海星高等学校本校,41.0
7,川俣高等学校,41.0
8,喜多方桐桜高等学校,41.0
9,喜多方桐桜高等学校,41.0
